refNum,lowBox,lowPaper,highBox,highPaper,lowPrice,highPrice,highLink,lowLink,lowAge,highAge,lowDealerStatus,highDealerStatus,generalLink,dateOfScrape,imageLow,imageHigh,brandLow,brandHigh,website,lowSku,highSku,
16613 BLU IX OYS,No,No,No,No,12995,12995,https://www.luxurybazaar.com/rolex-166133-1,https://www.luxurybazaar.com/rolex-166133-1,,,,,https://www.luxurybazaar.com/search-results?q=16613#/filter:lux_wa_dialcolor:Blue,2022_08_31,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_16613_197239_1770.jpg,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_16613_197239_1770.jpg,Rolex,Rolex,LuxuryBazaar,197239,197239,
116660-0001,No,No,No,No,13295,13295,https://www.luxurybazaar.com/rolex-sea-dweller-deepsea-watch-116660-3,https://www.luxurybazaar.com/rolex-sea-dweller-deepsea-watch-116660-3,2013,2013,,,https://www.luxurybazaar.com/search-results?q=116660,2022_08_31,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_116660_205303_1a.jpg,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_116660_205303_1a.jpg,Rolex,Rolex,LuxuryBazaar,205303,205303,
114270-0001,Yes,Yes,Yes,Yes,7495,7495,https://www.luxurybazaar.com/rolex-explorer-i-mens-automatic-watch-114270-2,https://www.luxurybazaar.com/rolex-explorer-i-mens-automatic-watch-114270-2,2006,2006,,,https://www.luxurybazaar.com/search-results?q=114270,2022_08_31,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_114270_204610_33416.jpg,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_114270_204610_33416.jpg,Rolex,Rolex,LuxuryBazaar,204610,204610,
16622 PT IX OYS,Yes,Yes,Yes,Yes,13995,13995,https://www.luxurybazaar.com/rolex-yacht-master-watch-16622,https://www.luxurybazaar.com/rolex-yacht-master-watch-16622,2012,2012,,,https://www.luxurybazaar.com/search-results?q=16622,2022_08_31,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_16622_205262_0039.jpg,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_16622_205262_0039.jpg,Rolex,Rolex,LuxuryBazaar,205262,205262,
124270-0001,Yes,Yes,Yes,Yes,9495,9495,https://www.luxurybazaar.com/rolex-watch-124270-1,https://www.luxurybazaar.com/rolex-watch-124270-1,2022,2022,,,https://www.luxurybazaar.com/search-results?q=124270,2022_08_31,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_124270_205673_1879.jpg,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_124270_205673_1879.jpg,Rolex,Rolex,LuxuryBazaar,205673,205673,
116400GV-0002,Yes,Yes,Yes,Yes,14995,14995,https://www.luxurybazaar.com/rolex-watch-1166400gv,https://www.luxurybazaar.com/rolex-watch-1166400gv,2017,2017,,,https://www.luxurybazaar.com/search-results?q=116400GV#/filter:lux_wa_dialcolor:Blue,2022_08_31,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_116400gv_198523_1.jpeg,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_116400gv_198523_1.jpeg,Rolex,Rolex,LuxuryBazaar,200050,200050,
126710BLNR-0003,Yes,Yes,Yes,Yes,20295,22995,https://www.luxurybazaar.com/rolex-gmt-master-ii-watch-126710blnr-0002-13,https://www.luxurybazaar.com/rolex-watch-126710blnr-15,2021,2019,,,https://www.luxurybazaar.com/search-results?q=126710BLNR,2022_08_31,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_126710blnr_203846_1a.jpg,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_126720blnr_199017_1_1a_1_1.jpeg,Rolex,Rolex,LuxuryBazaar,205057,204931,
124300-0005,Yes,Yes,Yes,Yes,12995,17995,https://www.luxurybazaar.com/rolex-oyster-perpetual-41-green-dial-watch-124300-9,https://www.luxurybazaar.com/rolex-oyster-perpetual-41-green-dial-watch-124300-10,2022,2022,,,https://www.luxurybazaar.com/search-results?q=124300#/filter:lux_wa_dialcolor:Green,2022_08_31,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_124300_202237_1a.jpg,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_124300_204221_32410.jpg,Rolex,Rolex,LuxuryBazaar,204966,204221,
124300-0003,Yes,Yes,Yes,Yes,10200,10200,https://www.luxurybazaar.com/rolex-watch-124300-13,https://www.luxurybazaar.com/rolex-watch-124300-13,2021,2021,,,https://www.luxurybazaar.com/search-results?q=124300#/filter:lux_wa_dialcolor:Blue,2022_08_31,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_124300_204621_1a.jpg,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_124300_204621_1a.jpg,Rolex,Rolex,LuxuryBazaar,205534,205534,
16610LV,Yes,Yes,Yes,Yes,20595,20595,https://www.luxurybazaar.com/rolex-submariner-date-kermit-watch-16610lv-1,https://www.luxurybazaar.com/rolex-submariner-date-kermit-watch-16610lv-1,2006,2006,,,https://www.luxurybazaar.com/search-results?q=16610LV#/filter:lux_wa_dialcolor:Black,2022_08_31,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_16610lv_204753_33694.jpg,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_16610lv_204753_33694.jpg,Rolex,Rolex,LuxuryBazaar,204753,204753,
126715CHNR-0001,Yes,Yes,Yes,Yes,45995,49995,https://www.luxurybazaar.com/rolex-gmt-master-ii-root-beer-watch-rg-126715chnr,https://www.luxurybazaar.com/rolex-gmt-master-ii-root-beer-watch-126715chnr-0001-2,2021,2021,,,https://www.luxurybazaar.com/search-results?q=126715CHNR,2022_08_31,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_126715chnr_202673_1_1_1.jpeg,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_126715chnr_205298_1.jpg,Rolex,Rolex,LuxuryBazaar,205366,205298,
226570-0002,Yes,Yes,Yes,Yes,13295,13295,https://www.luxurybazaar.com/rolex-explorer-ii-42mm-watch-226570-1,https://www.luxurybazaar.com/rolex-explorer-ii-42mm-watch-226570-1,2021,2021,,,https://www.luxurybazaar.com/search-results?q=226570#/filter:lux_wa_dialcolor:Black,2022_08_31,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_226570_205274_0198.jpg,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_226570_205274_0198.jpg,Rolex,Rolex,LuxuryBazaar,205274,205274,
124300-0001,Yes,Yes,Yes,Yes,9495,9495,https://www.luxurybazaar.com/rolex-watch-124300-10,https://www.luxurybazaar.com/rolex-watch-124300-10,2022,2022,,,https://www.luxurybazaar.com/search-results?q=124300#/filter:lux_wa_dialcolor:Silver,2022_08_31,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_124300_202317_1135.jpg,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_124300_202317_1135.jpg,Rolex,Rolex,LuxuryBazaar,202317,202317,
116506-0001,No,No,No,No,135995,355000,https://www.luxurybazaar.com/rolex-116506-arabic,https://www.luxurybazaar.com/rolex-watch-116506-6,2022,2018,,,https://www.luxurybazaar.com/search-results?q=116506#/filter:lux_wa_dialcolor:Blue,2022_08_31,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_116505_205517_1a.jpg,https://www.luxurybazaar.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rolex_204879_34254.jpg,Rolex,Rolex,LuxuryBazaar,205517,204879,
116500LN-0001,Yes,Yes,Yes,Yes,33000,37100,https://www.crownandcaliber.com/products/rolex-daytona-116500-10-10-rol-54neh7,https://www.crownandcaliber.com/products/rolex-daytona-116500-10-10-rol-bc3png,2022+,2022+,,,https://www.crownandcaliber.com/search?view=shop&q=116500LN#/filter:mfield_global_dial_color:White,2022_08_31,https://cdn.shopify.com/s/files/1/1889/5061/products/Rolex-Daytona-116500-10-10-ROL-BC3PNG-7997771b107e_1000x.jpg?v=1661432425,https://cdn.shopify.com/s/files/1/1889/5061/products/Rolex-Daytona-116500-10-10-ROL-54NEH7-243b9e542121_bbd3150c-7288-41cd-9e48-de344ba9a37f_1000x.jpg?v=1661431963,Rolex,Rolex,C&C,10-10-ROL-BC3PNG,10-10-ROL-54NEH7,
116500LN-0002,Yes,Yes,Yes,Yes,31000,31100,https://www.crownandcaliber.com/products/rolex-daytona-116500-10-10-rol-l5ezr2,https://www.crownandcaliber.com/products/rolex-daytona-116500-10-10-rol-m0dz6p,2019+,2019+,,,https://www.crownandcaliber.com/search?view=shop&q=116500LN#/filter:mfield_global_dial_color:Black,2022_08_31,https://cdn.shopify.com/s/files/1/1889/5061/products/Rolex-Daytona-116500-10-10-ROL-M0DZ6P-fb7ae13a3c47_d497efa0-e8e8-407f-a43f-6e68e30a9509_1000x.jpg?v=1661884715,https://cdn.shopify.com/s/files/1/1889/5061/products/Rolex-Daytona-116500-10-10-ROL-L5EZR2-e24dc259d777_1000x.jpg?v=1661436919,Rolex,Rolex,C&C,10-10-ROL-M0DZ6P,10-10-ROL-L5EZR2,
116610LN-0001,Yes,Yes,Yes,Yes,15100,15100,https://www.crownandcaliber.com/products/rolex-submariner-116610-10-10-rol-th5p8u,https://www.crownandcaliber.com/products/rolex-submariner-116610-10-10-rol-th5p8u,2017+,2017+,,,https://www.crownandcaliber.com/search?view=shop&q=116610LN,2022_08_31,https://cdn.shopify.com/s/files/1/1889/5061/products/Rolex-Submariner-116610-10-10-ROL-TH5P8U-ecc1a744c0e6_1000x.jpg?v=1661870759,https://cdn.shopify.com/s/files/1/1889/5061/products/Rolex-Submariner-116610-10-10-ROL-TH5P8U-ecc1a744c0e6_1000x.jpg?v=1661870759,Rolex,Rolex,C&C,10-10-ROL-TH5P8U,10-10-ROL-TH5P8U,
126610LV-0002,No,Yes,Yes,Yes,18700,19400,https://www.crownandcaliber.com/products/rolex-submariner-126610-10-10-rol-py5fqk,https://www.crownandcaliber.com/products/rolex-submariner-126610-10-10-rol-bap81m,2020+,2021+,,,https://www.crownandcaliber.com/search?view=shop&q=126610LV,2022_08_31,https://cdn.shopify.com/s/files/1/1889/5061/products/Rolex-Submariner-126610-10-10-ROL-BAP81M-fc03acb6b56a_1000x.jpg?v=1660837509,https://cdn.shopify.com/s/files/1/1889/5061/products/Rolex-Submariner-126610-10-10-ROL-PY5FQK-63b3fba321b8_670b47ca-6fd8-4a9a-a0ad-cd4cf864b21c_1000x.jpg?v=1661892323,Rolex,Rolex,C&C,10-10-ROL-BAP81M,10-10-ROL-PY5FQK,
116610LV-0002,No,No,Yes,Yes,22100,23100,https://www.crownandcaliber.com/products/rolex-submariner-116610lv-10-10-rol-y6acfq,https://www.crownandcaliber.com/products/rolex-submariner-116610lv-10-10-rol-qry9st,2010+,2016+,,,https://www.crownandcaliber.com/search?view=shop&q=116610LV,2022_08_31,https://cdn.shopify.com/s/files/1/1889/5061/products/Rolex-Submariner-116610LV-10-10-ROL-QRY9ST-1e7d016dc95e_1000x.jpg?v=1658504732,https://cdn.shopify.com/s/files/1/1889/5061/products/Rolex-Submariner-116610LV-10-10-ROL-Y6ACFQ-59d2c8523290_c16c4be3-85a4-4fff-a218-0206affc1674_1000x.jpg?v=1652288934,Rolex,Rolex,C&C,10-10-ROL-QRY9ST,10-10-ROL-Y6ACFQ,
124060-0001,Yes,Yes,Yes,Yes,15600,15600,https://www.crownandcaliber.com/products/rolex-submariner-124060-10-10-rol-u7ma2c,https://www.crownandcaliber.com/products/rolex-submariner-124060-10-10-rol-u7ma2c,2021+,2021+,,,https://www.crownandcaliber.com/search?view=shop&q=124060,2022_08_31,https://cdn.shopify.com/s/files/1/1889/5061/products/Rolex-Submariner-124060-10-10-ROL-U7MA2C-af190a872047_1000x.jpg?v=1661960781,https://cdn.shopify.com/s/files/1/1889/5061/products/Rolex-Submariner-124060-10-10-ROL-U7MA2C-af190a872047_1000x.jpg?v=1661960781,Rolex,Rolex,C&C,10-10-ROL-U7MA2C,10-10-ROL-U7MA2C,
126610LN-0001,Yes,No,Yes,Yes,16850,17050,https://www.crownandcaliber.com/products/rolex-submariner-126610-10-10-rol-zy7urq,https://www.crownandcaliber.com/products/rolex-submariner-126610-10-10-rol-nv24ka,2021+,2022+,,,https://www.crownandcaliber.com/search?view=shop&q=126610LN,2022_08_31,https://cdn.shopify.com/s/files/1/1889/5061/products/Rolex-Submariner-126610-10-10-ROL-NV24KA-999174749bfa_1000x.jpg?v=1658259011,https://cdn.shopify.com/s/files/1/1889/5061/products/Rolex-Submariner-126610-10-10-ROL-ZY7URQ-ca32941f28b2_359c675a-fd98-440d-9d38-5e110f411a48_1000x.jpg?v=1661958901,Rolex,Rolex,C&C,10-10-ROL-NV24KA,10-10-ROL-ZY7URQ,
114060-0002,No,No,No,No,13900,13900,https://www.crownandcaliber.com/products/rolex-submariner-114060-10-10-rol-3nrslh,https://www.crownandcaliber.com/products/rolex-submariner-114060-10-10-rol-3nrslh,2010+,2010+,,,https://www.crownandcaliber.com/search?view=shop&q=114060,2022_08_31,https://cdn.shopify.com/s/files/1/1889/5061/products/Rolex-Submariner-114060-10-10-ROL-3NRSLH-e4784c66cf0c_35bd491a-deff-432e-87f9-d5bce2414977_1000x.jpg?v=1661886044,https://cdn.shopify.com/s/files/1/1889/5061/products/Rolex-Submariner-114060-10-10-ROL-3NRSLH-e4784c66cf0c_35bd491a-deff-432e-87f9-d5bce2414977_1000x.jpg?v=1661886044,Rolex,Rolex,C&C,10-10-ROL-3NRSLH,10-10-ROL-3NRSLH,
116900-0001,No,No,Yes,Yes,9400,10000,https://www.crownandcaliber.com/products/rolex-air-king-116900-10-10-rol-5plhut,https://www.crownandcaliber.com/products/rolex-air-king-116900-10-10-rol-hz4ktm,2010+,2020+,,,https://www.crownandcaliber.com/search?view=shop&q=116900,2022_08_31,https://cdn.shopify.com/s/files/1/1889/5061/products/Rolex-Air-King-116900-10-10-ROL-HZ4KTM-828013cdb353_1000x.jpg?v=1659465911,https://cdn.shopify.com/s/files/1/1889/5061/products/Rolex-Air-King-116900-10-10-ROL-5PLHUT-fcda8b49fd1b_1000x.jpg?v=1661969526,Rolex,Rolex,C&C,10-10-ROL-HZ4KTM,10-10-ROL-5PLHUT,
16570 BLK IX OYS,No,No,Yes,No,9100,10100,https://www.crownandcaliber.com/products/rolex-explorer-ii-16570-10-10-rol-suz20h,https://www.crownandcaliber.com/products/rolex-explorer-ii-16570-10-10-rol-r3pb6d,2000+,2000+,,,https://www.crownandcaliber.com/search?view=shop&q=16570#/filter:mfield_global_dial_color:Black,2022_08_31,https://cdn.shopify.com/s/files/1/1889/5061/products/Rolex-Explorer-II-16570-10-10-ROL-R3PB6D-f8a3823776a3_1000x.jpg?v=1661806805,https://cdn.shopify.com/s/files/1/1889/5061/products/Rolex-Explorer-II-16570-10-10-ROL-SUZ20H-84f30069a527_1000x.jpg?v=1660918511,Rolex,Rolex,C&C,10-10-ROL-R3PB6D,10-10-ROL-SUZ20H,
16570 WHT IX OYS,No,No,No,No,9850,10700,https://www.crownandcaliber.com/products/rolex-explorer-ii-16570-10-10-rol-vaekbh,https://www.crownandcaliber.com/products/rolex-explorer-ii-16570-10-10-rol-cvx6ku,2000+,2001+,,,https://www.crownandcaliber.com/search?view=shop&q=16570#/filter:mfield_global_dial_color:White,2022_08_31,https://cdn.shopify.com/s/files/1/1889/5061/products/Rolex-Explorer-II-16570-10-10-ROL-CVX6KU-c01e6356e1e7_1000x.jpg?v=1661350508,https://cdn.shopify.com/s/files/1/1889/5061/products/Rolex-Explorer-II-16570-10-10-ROL-VAEKBH-b99512920035_1000x.jpg?v=1658253627,Rolex,Rolex,C&C,10-10-ROL-CVX6KU,10-10-ROL-VAEKBH,
