Item Brand Name,Model ,Num Units Sold,Sale Amount,GP,GM%,GPROI,Avg. Compdaystosell,Avg. Sale Amount,Current Inventory ,Posted Inventory ,Current Inventory  Cost,Rank of Num Units Sold along Model 
Rolex,67198 BLU DI OYS,1,"$5,000 ",$800 ,16%,0.33,179,"$5,000 ",0,0,$0 ,400
Rolex,67193 BLK IX OYS,1,"$4,250 ","$1,619 ",38%,2.28,61,"$4,250 ",2,0,"$5,670 ",400
Rolex,67180,1,"$3,000 ",$665 ,22%,,,"$3,000 ",3,0,"$6,800 ",400
Rolex,6692/9,1,"$6,900 ","$1,235 ",18%,0.25,258,"$6,900 ",0,0,$0 ,400
Rolex,6623 WHT DI BRC,1,"$9,950 ","$3,900 ",39%,2.24,64,"$9,950 ",0,0,$0 ,400
Rolex,6623 CHP AR DB,1,"$5,950 ","$2,533 ",43%,0.79,196,"$1,983 ",0,0,$0 ,400
Rolex,6622/8 CHP JUB IX BRC,1,"$4,151 ",$151 ,4%,0.25,53,"$1,384 ",0,0,$0 ,400
Rolex,6622/8                   ,1,"$5,350 ",$885 ,17%,,,"$5,350 ",0,0,$0 ,400
Rolex,6619,1,"$1,771 ",$871 ,49%,1.78,101,"$1,771 ",2,1,"$4,000 ",400
Rolex,6567 CHP IX BRC,1,"$5,300 ","$1,800 ",34%,1.53,81,"$5,300 ",0,0,$0 ,400
Rolex,6564,1,"$2,634 ",$634 ,24%,,,"$2,634 ",0,0,$0 ,400
Rolex,6549,1,"$3,538 ","$1,608 ",45%,1.33,125,"$3,538 ",0,0,$0 ,400
Rolex,6516,1,"$1,555 ",$555 ,36%,,,"$1,555 ",0,0,$0 ,400
Rolex,6265 BLK RED OYS,1,"$95,500 ","$33,600 ",35%,,,"$95,500 ",2,1,"$110,000 ",400
Rolex,6264 SLV BLK OYS,1,"$120,000 ","$20,000 ",17%,0.24,250,"$120,000 ",0,0,$0 ,400
Rolex,6234 SLV IX TB,1,"$32,000 ","$14,423 ",45%,,,"$32,000 ",0,0,$0 ,400
Rolex,6229/9,1,"$4,175 ",$219 ,5%,,,"$4,175 ",0,0,$0 ,400
Rolex,6090,1,"$3,400 ","$1,065 ",31%,0.92,124,"$3,400 ",0,0,$0 ,400
Rolex,5552,1,"$1,826 ",$626 ,34%,0.36,350,"$1,826 ",0,0,$0 ,400
Rolex,5513 BLK IX TG,1,"$10,500 ","$4,900 ",47%,1.33,128,"$10,500 ",0,0,$0 ,400
Rolex,5512,1,"$16,868 ","$4,527 ",27%,4.08,24,"$16,868 ",0,0,$0 ,400
Rolex,5500 SLV PIOC JUB,1,"$6,800 ","$2,554 ",38%,,,"$6,800 ",0,0,$0 ,400
Rolex,5500 GRY IX OYS,1,"$3,749 ","$1,001 ",27%,,,"$3,749 ",0,0,$0 ,400
Rolex,5443/9 BLK STRP,1,"$10,000 ","$2,759 ",28%,0.95,106,"$10,000 ",2,0,"$14,950 ",400
Rolex,5330/5,1,"$7,470 ","$2,498 ",33%,1.36,90,"$2,490 ",0,0,$0 ,400
Rolex,51158041STC70            ,1,"$5,550 ","$2,378 ",43%,1.63,96,"$5,550 ",0,0,$0 ,400
Rolex,5115/8,1,"$4,600 ","$2,250 ",49%,,,"$4,600 ",0,0,$0 ,400
Rolex,5078/8                   ,1,"$3,000 ",$344 ,11%,,,"$3,000 ",0,0,$0 ,400
Rolex,50605RBR-0014,1,"$18,036 ","$5,036 ",28%,,,"$18,036 ",0,0,$0 ,400
Rolex,50535-0001               ,1,"$23,500 ","$6,128 ",26%,,,"$23,500 ",1,0,"$18,000 ",400
Rolex,50529-0004,1,"$15,000 ","$6,623 ",44%,,,"$15,000 ",1,0,"$9,500 ",400
Rolex,50519-0013,1,"$15,963 ","$5,053 ",32%,0.56,206,"$15,963 ",0,0,$0 ,400
Rolex,50519-0004,1,"$14,443 ","$5,982 ",41%,0.72,211,"$14,443 ",0,0,$0 ,400
Rolex,50515-0008,1,"$13,995 ","$3,995 ",29%,8.68,12,"$13,995 ",2,1,"$20,373 ",400
Rolex,50509-0007,1,"$14,872 ","$4,355 ",29%,,,"$14,872 ",0,0,$0 ,400
Rolex,50509-0006,1,"$14,900 ","$5,714 ",38%,2.37,59,"$14,900 ",1,0,"$12,000 ",400
Rolex,50505-0016,1,"$14,950 ","$5,230 ",35%,1.32,97,"$14,950 ",0,0,$0 ,400
Rolex,4243 WHT IX DB,1,"$7,000 ","$2,522 ",36%,,,"$7,000 ",0,0,$0 ,400
Rolex,328,1,"$4,791 ","$2,516 ",53%,2.34,82,"$4,791 ",0,0,$0 ,400
Rolex,326938-0004,1,"$59,000 ","$6,000 ",10%,0.82,45,"$59,000 ",4,2,"$196,469 ",400
Rolex,326935-0007,1,"$60,000 ","$2,000 ",3%,,,"$60,000 ",3,2,"$171,842 ",400
Rolex,326235-0006,1,"$48,000 ","$7,769 ",16%,0.49,120,"$48,000 ",2,2,"$76,499 ",400
Rolex,326235-0005,1,"$53,217 ","$12,792 ",24%,0.43,206,"$10,643 ",0,0,$0 ,400
Rolex,326139-0004,1,"$34,950 ","$8,402 ",24%,1.06,83,"$34,950 ",0,0,$0 ,400
Rolex,326139-0003,1,"$32,500 ","$2,838 ",9%,0.13,238,"$32,500 ",1,0,"$28,750 ",400
Rolex,326138-0008,1,"$41,500 ","$6,221 ",15%,,,"$41,500 ",0,0,$0 ,400
Rolex,279384RBR-0003,1,"$16,708 ","$4,708 ",28%,3.32,31,"$5,569 ",0,0,$0 ,400
Rolex,279383RBR-0019,1,"$16,000 ","$5,500 ",34%,,,"$16,000 ",1,0,"$13,000 ",400
Rolex,279178-0013,1,"$25,200 ","$5,482 ",22%,0.47,168,"$25,200 ",0,0,$0 ,400
Rolex,279174-0013,1,"$9,450 ","$4,408 ",47%,1.56,109,"$9,450 ",0,0,$0 ,400
Rolex,279174-0005,1,"$9,250 ","$4,050 ",44%,,,"$9,250 ",0,0,$0 ,400
Rolex,279173-0017,1,"$10,705 ","$1,929 ",18%,0.36,182,"$10,705 ",0,0,$0 ,400
Rolex,279173-0002,1,"$10,000 ","$2,200 ",22%,,,"$10,000 ",1,0,"$7,500 ",400
Rolex,279171-0009,1,"$9,500 ","$2,363 ",25%,,,"$9,500 ",0,0,$0 ,400
Rolex,279171-0005,1,"$10,000 ","$2,308 ",23%,,,"$10,000 ",0,0,$0 ,400
Rolex,279135RBR-0003,1,"$36,000 ","$11,256 ",31%,,,"$36,000 ",0,0,$0 ,400
Rolex,278383RBR-0028,1,"$16,778 ","$4,778 ",28%,3.71,28,"$16,778 ",0,0,$0 ,400
Rolex,278344RBR-0026,1,"$16,000 ","$1,500 ",9%,,,"$16,000 ",0,0,$0 ,400
Rolex,278288RBR-0010,1,"$63,000 ","$9,925 ",16%,,,"$63,000 ",0,0,$0 ,400
Rolex,278278-0004,1,"$37,037 ","$1,037 ",3%,1.46,7,"$37,037 ",0,0,$0 ,400
Rolex,278274-0034,1,"$10,000 ","$1,600 ",16%,0.42,138,"$10,000 ",1,0,"$8,350 ",400
Rolex,278274-0032,1,"$11,500 ","$4,300 ",37%,1.22,112,"$11,500 ",0,0,$0 ,400
Rolex,278274-0022,1,"$9,977 ","$1,977 ",20%,,,"$9,977 ",0,0,$0 ,400
Rolex,278274-0012,1,"$8,000 ",$891 ,11%,0.36,114,"$8,000 ",1,1,"$8,000 ",400
Rolex,278274-0011,1,"$8,000 ",$950 ,12%,0.35,124,"$8,000 ",0,0,$0 ,400
Rolex,278274-0008,1,"$11,000 ","$1,837 ",17%,0.79,77,"$11,000 ",0,0,$0 ,400
Rolex,278240-0001,1,"$7,552 ","$2,052 ",27%,7.08,14,"$7,552 ",0,0,$0 ,400
Rolex,277200-0008,1,"$9,500 ","$2,000 ",21%,,,"$9,500 ",0,0,$0 ,400
Rolex,277200-0005,1,"$10,000 ","$1,600 ",16%,,,"$10,000 ",2,2,"$17,800 ",400
Rolex,268655-0002,1,"$24,987 ","$5,539 ",22%,1.5,54,"$24,987 ",0,0,$0 ,400
Rolex,228345RBR-0006,1,"$66,189 ","$21,089 ",32%,1.85,63,"$66,189 ",0,0,$0 ,400
Rolex,228239-0049,1,"$77,250 ","$9,700 ",13%,,,"$77,250 ",1,1,"$70,000 ",400
Rolex,228239-0005,1,"$55,500 ","$12,408 ",22%,,,"$55,500 ",0,0,$0 ,400
Rolex,228239-0004,1,"$42,500 ","$8,900 ",21%,0.66,116,"$42,500 ",1,0,"$40,700 ",400
Rolex,228239-0001,1,"$43,000 ","$11,749 ",27%,,,"$43,000 ",0,0,$0 ,400
Rolex,228238-0007,1,"$41,000 ","$7,277 ",18%,0.91,71,"$41,000 ",2,1,"$86,650 ",400
Rolex,228238-0006,1,"$38,000 ","$9,104 ",24%,1.2,73,"$38,000 ",0,0,$0 ,400
Rolex,228235-0032,1,"$49,778 ","$11,096 ",22%,,,"$49,778 ",0,0,$0 ,400
Rolex,228206-0044              ,1,"$78,500 ","$11,500 ",15%,1.07,50,"$78,500 ",0,0,$0 ,400
Rolex,228206-0027,1,"$85,000 ","$15,900 ",19%,1.2,57,"$85,000 ",0,0,$0 ,400
Rolex,228206-0002,1,"$77,500 ","$17,187 ",22%,0.98,83,"$77,500 ",1,0,"$62,500 ",400
Rolex,218249 SLV DI SPH PRS,1,"$65,500 ","$16,845 ",26%,0.38,249,"$65,500 ",0,0,$0 ,400
Rolex,218238 CHP IX PRS,1,"$39,450 ",$950 ,2%,,,"$39,450 ",1,0,"$40,000 ",400
Rolex,21823558AB8321           ,1,"$58,950 ","$7,036 ",12%,0.38,114,"$58,950 ",2,1,"$89,495 ",400
Rolex,218235 PNK ROM PRS,1,"$57,750 ","$14,544 ",25%,2.24,41,"$57,750 ",0,0,$0 ,400
Rolex,218235 BLK DI RBY PRS,1,"$67,471 ","$25,509 ",38%,2,69,"$67,471 ",0,0,$0 ,400
Rolex,218206-0043,1,"$75,000 ","$12,400 ",17%,,,"$75,000 ",0,0,$0 ,400
Rolex,19058,1,"$88,962 ","$55,981 ",63%,1.69,136,"$88,962 ",0,0,$0 ,400
Rolex,18388,1,"$39,000 ","$13,219 ",34%,,,"$39,000 ",2,0,"$45,085 ",400
Rolex,18348 ONYX DI PRS,1,"$28,974 ","$10,247 ",35%,1.21,107,"$28,974 ",0,0,$0 ,400
Rolex,18338 LAP DIA PRS,1,"$36,923 ","$8,471 ",23%,0.39,212,"$36,923 ",0,0,$0 ,400
Rolex,1823889XB8385            ,1,"$38,000 ","$11,486 ",30%,1.62,68,"$38,000 ",0,0,$0 ,400
Rolex,18238833B8385            ,1,"$28,974 ","$5,284 ",18%,,,"$28,974 ",0,0,$0 ,400
Rolex,1823882NB8385            ,1,"$19,038 ","$1,391 ",7%,0.11,235,"$19,038 ",2,0,"$35,000 ",400
Rolex,18238 WHT SHN ROM PRS,1,"$22,000 ","$6,764 ",31%,,,"$22,000 ",0,0,$0 ,400
Rolex,18238 CHP MYR IX PRS,1,"$21,500 ","$4,636 ",22%,,,"$21,500 ",0,0,$0 ,400
Rolex,18238 CHP 51DI 10SPH PRS,1,"$24,950 ","$7,445 ",30%,0.79,137,"$24,950 ",1,1,"$20,090 ",400
Rolex,18206 RHO ROM PRES,1,"$29,000 ","$7,454 ",26%,,,"$29,000 ",0,0,$0 ,400
Rolex,18129BIC                 ,1,"$14,200 ",$665 ,5%,1.42,12,"$14,200 ",0,0,$0 ,400
Rolex,18048 SLT MYR ARB PRS,1,"$28,000 ","$6,641 ",24%,,,"$28,000 ",0,0,$0 ,400
Rolex,18039BIC CHP IX PRS,1,"$19,000 ","$3,406 ",18%,2.34,28,"$19,000 ",2,0,"$31,429 ",400
Rolex,18038833B8385            ,1,"$16,410 ","$3,158 ",19%,,,"$16,410 ",0,0,$0 ,400
Rolex,18038830B8385            ,1,"$17,030 ","$3,080 ",18%,0.26,252,"$17,030 ",0,0,$0 ,400
Rolex,18038 MAD IX PRS,1,"$16,575 ",$0 ,0%,0,28,"$16,575 ",0,0,$0 ,400
Rolex,18038 FER ROM PRS,1,"$33,950 ","$12,632 ",37%,0.61,224,"$33,950 ",0,0,$0 ,400
Rolex,18038 BLU JUB PRS,1,"$19,575 ","$4,515 ",23%,,,"$19,575 ",0,0,$0 ,400
Rolex,1803/9,1,"$15,500 ","$3,801 ",25%,0.99,90,"$15,500 ",0,0,$0 ,400
Rolex,1803/8                   ,1,"$9,500 ","$4,038 ",43%,,,"$9,500 ",0,0,$0 ,400
Rolex,1803 GRY IX TG,1,"$8,500 ","$1,595 ",19%,,,"$8,500 ",0,0,$0 ,400
Rolex,1803 CHP IX PRS,1,"$9,500 ","$2,500 ",26%,2.91,33,"$9,500 ",3,0,"$35,000 ",400
Rolex,1803 BLK T&CO PRS,1,"$30,600 ","$4,600 ",15%,,,"$30,600 ",0,0,$0 ,400
Rolex,1803,1,"$6,100 ","$1,100 ",18%,,,"$6,100 ",2,0,"$25,635 ",400
Rolex,179384-0021,1,"$11,450 ","$2,950 ",26%,0.85,111,"$11,450 ",0,0,$0 ,400
Rolex,179384-0010,1,"$9,906 ",$406 ,4%,0.13,113,"$3,302 ",0,0,$0 ,400
Rolex,179383 GLD CRY OYS,1,"$13,235 ","$3,505 ",26%,0.44,222,"$13,235 ",0,0,$0 ,400
Rolex,17917991GB8313           ,1,"$13,000 ","$2,744 ",21%,1.57,49,"$13,000 ",0,0,$0 ,400
Rolex,179179 RHD MYR PRS,1,"$12,000 ","$1,846 ",15%,0.08,668,"$12,000 ",0,0,$0 ,400
Rolex,179179 BLU DI OYS,1,"$11,000 ","$1,319 ",12%,,,"$11,000 ",0,0,$0 ,400
Rolex,179174-0094,1,"$5,605 ","$1,401 ",25%,0.74,123,"$5,605 ",0,0,$0 ,400
Rolex,179174-0092,1,"$6,000 ","$1,549 ",26%,1.33,71,"$6,000 ",4,0,"$17,700 ",400
Rolex,179174-0011,1,"$6,950 ",$947 ,14%,0.56,89,"$6,950 ",1,0,"$5,800 ",400
Rolex,179174-0006,1,"$6,305 ","$2,461 ",39%,,,"$6,305 ",1,0,"$4,850 ",400
Rolex,179174 SLV DI JUB,1,"$6,000 ","$2,000 ",33%,0.91,134,"$6,000 ",2,0,"$9,350 ",400
Rolex,179174 RHD DI JUB,1,"$6,950 ","$1,873 ",27%,0.88,112,"$6,950 ",0,0,$0 ,400
Rolex,179174 PNK ROM OYS,1,"$5,700 ","$1,890 ",33%,0.83,146,"$5,700 ",0,0,$0 ,400
Rolex,179174 PNK DECO JUB,1,"$5,723 ",$436 ,8%,,,"$5,723 ",1,0,"$5,500 ",400
Rolex,17917339UB6313           ,1,"$7,500 ","$1,848 ",25%,,,"$7,500 ",0,0,$0 ,400
Rolex,17917331JB6313           ,1,"$7,150 ","$1,399 ",20%,,,"$7,150 ",2,0,"$11,275 ",400
Rolex,179173-0090,1,"$7,950 ","$2,299 ",29%,,,"$7,950 ",0,0,$0 ,400
Rolex,179173 STL ROM OYS,1,"$6,488 ","$1,018 ",16%,0.58,98,"$6,488 ",0,0,$0 ,400
Rolex,179173 MTR DI JUB,1,"$9,282 ","$1,910 ",21%,0.76,99,"$9,282 ",0,0,$0 ,400
Rolex,179173 BLU GRD OYS,1,"$8,500 ","$2,243 ",26%,,,"$8,500 ",0,0,$0 ,400
Rolex,179173 BLK MOP ROM JUB,1,"$7,000 ","$1,400 ",20%,0.67,109,"$7,000 ",0,0,$0 ,400
Rolex,179173 BLK JUB DI JUB,1,"$7,000 ","$1,425 ",20%,0.66,112,"$7,000 ",0,0,$0 ,400
Rolex,179173,1,"$9,500 ","$2,300 ",24%,1.45,61,"$9,500 ",2,0,"$10,900 ",400
Rolex,179171180B7213           ,1,"$7,000 ",$421 ,6%,0.17,132,"$7,000 ",0,0,$0 ,400
Rolex,179171-0018,1,"$7,275 ",$762 ,10%,0.38,100,"$7,275 ",0,0,$0 ,400
Rolex,179171 WHT ROM JUB,1,"$6,600 ","$1,216 ",18%,,,"$6,600 ",0,0,$0 ,400
Rolex,179171 PNK ROM JUB,1,"$9,627 ","$3,464 ",36%,,,"$9,627 ",2,0,"$13,100 ",400
Rolex,179171 MOP ROM JUB,1,"$7,521 ","$1,676 ",22%,0.46,178,"$7,521 ",0,0,$0 ,400
Rolex,179163-0060,1,"$6,072 ","$1,572 ",26%,0.47,199,"$6,072 ",0,0,$0 ,400
Rolex,179160-0033,1,"$5,995 ","$2,436 ",41%,,,"$5,995 ",0,0,$0 ,400
Rolex,179160-0008,1,"$5,000 ",$972 ,19%,,,"$5,000 ",3,0,"$11,800 ",400
Rolex,179160 WHT ROM OYS,1,"$4,578 ","$1,313 ",29%,1.66,63,"$4,578 ",0,0,$0 ,400
Rolex,179160 PNK IX OYS,1,"$6,231 ","$2,844 ",46%,2.14,78,"$2,077 ",1,0,"$4,200 ",400
Rolex,179159 SLV JUB PRS,1,"$17,257 ","$3,416 ",20%,0.24,295,"$17,257 ",0,0,$0 ,400
Rolex,179138 MOP RUBY PRS,1,"$20,950 ","$6,345 ",30%,,,"$20,950 ",0,0,$0 ,400
Rolex,179138 CHP MYR PRS,1,"$17,039 ","$2,126 ",12%,0.12,369,"$17,039 ",0,0,$0 ,400
Rolex,17913666WB8313           ,1,"$27,345 ","$8,967 ",33%,2.1,57,"$27,345 ",0,0,$0 ,400
Rolex,178383-0040,1,"$13,500 ","$3,249 ",24%,0.82,107,"$13,500 ",0,0,$0 ,400
Rolex,178343-0011,1,"$12,500 ","$3,897 ",31%,,,"$12,500 ",0,0,$0 ,400
Rolex,178343-0003,1,"$13,105 ","$4,519 ",34%,1.2,105,"$13,105 ",0,0,$0 ,400
Rolex,178341-0008,1,"$11,003 ","$2,903 ",26%,0.92,105,"$11,003 ",0,0,$0 ,400
Rolex,178278-0021,1,"$21,000 ","$1,500 ",7%,,,"$21,000 ",0,0,$0 ,400
Rolex,178274-0090,1,"$7,995 ","$1,328 ",17%,0.71,85,"$7,995 ",0,0,$0 ,400
Rolex,178274-0085,1,"$9,950 ","$3,324 ",33%,0.71,171,"$3,317 ",0,0,$0 ,400
Rolex,178274-0082,1,"$7,800 ","$2,695 ",35%,,,"$7,800 ",1,0,"$6,100 ",400
Rolex,178274-0077,1,"$8,240 ","$1,697 ",21%,0.77,97,"$8,240 ",0,0,$0 ,400
Rolex,178274-0071,1,"$8,450 ","$1,873 ",22%,,,"$8,450 ",1,0,"$7,700 ",400
Rolex,178274-0024,1,"$7,250 ","$1,273 ",18%,0.18,358,"$7,250 ",0,0,$0 ,400
Rolex,178274 BLK MOP ROM JUB,1,"$9,000 ","$2,657 ",30%,1.09,99,"$9,000 ",0,0,$0 ,400
Rolex,178273-0088,1,"$11,150 ","$3,618 ",32%,1.5,79,"$11,150 ",0,0,$0 ,400
Rolex,178273-0087,1,"$11,330 ","$3,217 ",28%,,,"$11,330 ",0,0,$0 ,400
Rolex,178273-0083,1,"$13,000 ","$2,749 ",21%,0.53,145,"$13,000 ",0,0,$0 ,400
Rolex,178273-0002,1,"$10,000 ","$2,372 ",24%,1.77,49,"$10,000 ",0,0,$0 ,400
Rolex,178273,1,"$10,432 ","$3,833 ",37%,1.74,77,"$10,432 ",1,0,"$9,800 ",400
Rolex,178271-0068,1,"$10,000 ","$1,337 ",13%,,,"$10,000 ",2,0,"$18,175 ",400
Rolex,178271-0067,1,"$11,001 ","$2,005 ",18%,,,"$11,001 ",2,0,"$17,350 ",400
Rolex,178271-0065,1,"$8,800 ","$2,049 ",23%,1.49,57,"$8,800 ",2,0,"$19,350 ",400
Rolex,178271-0060,1,"$13,624 ","$5,212 ",38%,,,"$13,624 ",0,0,$0 ,400
Rolex,178271-0034,1,"$12,240 ","$2,783 ",23%,,,"$12,240 ",1,0,"$10,150 ",400
Rolex,178271-0012,1,"$11,083 ","$1,843 ",17%,,,"$11,083 ",0,0,$0 ,400
Rolex,178241-0062,1,"$9,785 ","$3,874 ",40%,3.14,46,"$9,785 ",0,0,$0 ,400
Rolex,178240-0031,1,"$6,000 ",$500 ,8%,0.18,165,"$6,000 ",5,0,"$27,450 ",400
Rolex,178240-0025,1,"$7,200 ","$1,265 ",18%,0.28,230,"$7,200 ",3,0,"$17,650 ",400
Rolex,178240-0023,1,"$8,771 ","$2,951 ",34%,,,"$8,771 ",4,0,"$23,350 ",400
Rolex,178240-0006,1,"$6,950 ",$910 ,13%,0.24,199,"$6,950 ",4,1,"$22,250 ",400
Rolex,178240 SLV CON OYS,1,"$5,800 ",$501 ,9%,,,"$5,800 ",1,1,"$5,608 ",400
Rolex,177200A38B7016           ,1,"$4,980 ","$1,085 ",22%,,,"$4,980 ",0,0,$0 ,400
Rolex,177200-0018,1,"$6,538 ","$1,885 ",29%,0.88,120,"$6,538 ",0,0,$0 ,400
Rolex,177200-0015,1,"$5,501 ","$1,959 ",36%,2.83,46,"$5,501 ",2,0,"$10,250 ",400
Rolex,17623445CB7013           ,1,"$3,300 ","$1,801 ",55%,,,"$3,300 ",0,0,$0 ,400
Rolex,176234 SLV CON OYS,1,"$4,086 ","$1,144 ",28%,0.32,320,"$4,086 ",0,0,$0 ,400
Rolex,176200-0017,1,"$5,644 ","$2,413 ",43%,,,"$5,644 ",0,0,$0 ,400
Rolex,176200-0011,1,"$4,450 ","$1,350 ",30%,,,"$4,450 ",1,0,"$3,300 ",400
Rolex,176200-0004,1,"$4,000 ",$900 ,23%,,,"$4,000 ",2,0,"$6,800 ",400
Rolex,176200 SLV BLU OYS,1,"$3,300 ",$553 ,17%,,,"$3,300 ",0,0,$0 ,400
Rolex,17013 WHT ROM BRC,1,"$5,501 ","$1,393 ",25%,1.54,60,"$5,501 ",1,0,"$5,200 ",400
Rolex,17013 WHT BLK ROM OYS,1,"$5,900 ","$1,000 ",17%,0.4,155,"$5,900 ",0,0,$0 ,400
Rolex,17013 CHP IX BRC,1,"$5,507 ",($725),-13%,-0.18,269,"$5,507 ",9,6,"$32,671 ",400
Rolex,17013,1,"$6,500 ","($3,115)",-48%,,,"$6,500 ",1,0,"$4,000 ",400
Rolex,17000,1,"$4,687 ",$109 ,2%,0.04,217,"$4,687 ",3,0,"$13,750 ",400
Rolex,169623 BMOP OYS,1,"$9,200 ","$3,589 ",39%,1.41,101,"$9,200 ",0,0,$0 ,400
Rolex,169622-7873,1,"$7,585 ",$581 ,8%,0.34,82,"$1,517 ",5,1,"$23,299 ",400
Rolex,168623320B7875           ,1,"$8,950 ","$2,407 ",27%,0.91,108,"$2,983 ",0,0,$0 ,400
Rolex,168623-0018,1,"$10,500 ",$377 ,4%,,,"$10,500 ",1,0,"$9,250 ",400
Rolex,168623-0016,1,"$8,000 ","$1,963 ",25%,,,"$8,000 ",3,0,"$19,871 ",400
Rolex,168623 BLU IX OYS,1,"$8,753 ","$1,940 ",22%,1.4,58,"$8,753 ",0,0,$0 ,400
Rolex,16803,1,"$9,270 ","$1,337 ",14%,,,"$9,270 ",0,0,$0 ,400
Rolex,16760,1,"$13,196 ","$3,964 ",30%,1.32,83,"$13,196 ",1,0,"$8,375 ",400
Rolex,16758,1,"$35,000 ","$7,459 ",21%,,,"$35,000 ",3,2,"$76,520 ",400
Rolex,16753 BLK GLD JUB,1,"$13,961 ","$6,083 ",44%,0.7,227,"$13,961 ",1,0,"$9,500 ",400
Rolex,16750N30B6251            ,1,"$13,000 ","$3,500 ",27%,,,"$13,000 ",0,0,$0 ,400
Rolex,1675 BLK PEP TG,1,"$11,200 ","$2,557 ",23%,0.95,87,"$3,733 ",1,0,"$14,841 ",400
Rolex,1675 BLK OYS,1,"$14,500 ","$1,614 ",11%,0.41,98,"$14,500 ",1,1,"$9,387 ",400
Rolex,16713 BRW ROOT OYS,1,"$15,000 ","$5,813 ",39%,1.15,123,"$15,000 ",0,0,$0 ,400
Rolex,16700 BLK OYS,1,"$13,900 ","$4,149 ",30%,,,"$13,900 ",1,1,"$9,583 ",400
Rolex,16623-0009,1,"$13,000 ","$3,789 ",29%,1.24,86,"$13,000 ",0,0,$0 ,400
Rolex,16623 BLK MOP OYS,1,"$14,500 ","$5,384 ",37%,0.86,157,"$14,500 ",0,0,$0 ,400
Rolex,16618830B9325            ,1,"$24,150 ","$1,150 ",5%,1.34,13,"$24,150 ",1,0,"$21,075 ",400
Rolex,16618 SLT SRT OYS,1,"$33,500 ","$8,425 ",25%,,,"$33,500 ",0,0,$0 ,400
Rolex,16618 BLU DOT OYS,1,"$35,408 ","$13,908 ",39%,,,"$35,408 ",3,1,"$83,000 ",400
Rolex,16618,1,"$16,300 ","$1,172 ",7%,,,"$16,300 ",1,0,"$22,000 ",400
Rolex,16600A30B9316            ,1,"$10,600 ",($742),-7%,-0.03,937,"$10,600 ",0,0,$0 ,400
Rolex,16550 WHT IX OYS,1,"$16,000 ","$6,511 ",41%,1.44,103,"$16,000 ",1,1,"$6,500 ",400
Rolex,16528 BLK DI OYS,1,"$47,500 ","$7,807 ",16%,,,"$47,500 ",0,0,$0 ,400
Rolex,16523 WHT DI OYS,1,"$13,900 ",$900 ,6%,0.16,147,"$13,900 ",1,1,"$18,561 ",400
Rolex,16523 BLK IX OYS,1,"$20,571 ","$7,321 ",36%,,,"$20,571 ",2,0,"$27,500 ",400
Rolex,16520 BLK IX OYS,1,"$31,014 ","$6,925 ",22%,0.54,152,"$31,014 ",2,2,"$55,692 ",400
Rolex,16519 PNK DIA DB,1,"$29,650 ","$3,516 ",12%,0.32,135,"$29,650 ",1,0,"$29,000 ",400
Rolex,16518857STO70            ,1,"$34,000 ","$10,368 ",30%,0.57,195,"$34,000 ",0,0,$0 ,400
Rolex,1630 CHP IX JUB,1,"$7,200 ","$1,600 ",22%,0.21,390,"$2,400 ",1,0,"$6,500 ",400
Rolex,16264430B7836            ,1,"$6,695 ","$1,538 ",23%,,,"$6,695 ",1,0,"$5,900 ",400
Rolex,16263360B6252            ,1,"$7,000 ","$1,890 ",27%,0.82,120,"$7,000 ",0,0,$0 ,400
Rolex,16263 WHT ROM OYS,1,"$6,750 ","$1,542 ",23%,1.32,63,"$6,750 ",0,0,$0 ,400
Rolex,16263 WHT ROM DIA OYS,1,"$7,622 ","$1,201 ",16%,0.22,267,"$7,622 ",0,0,$0 ,400
Rolex,16263 WHT IX OYS,1,"$6,600 ","$1,151 ",17%,1.25,51,"$6,600 ",0,0,$0 ,400
Rolex,1625 SLV IX JUB,1,"$4,300 ","$1,300 ",30%,,,"$4,300 ",0,0,$0 ,400
Rolex,16248,1,"$6,250 ","$2,250 ",36%,,,"$6,250 ",0,0,$0 ,400
Rolex,1623448IB6251            ,1,"$17,950 ","$9,199 ",51%,,,"$17,950 ",0,0,$0 ,400
Rolex,16234418B7836            ,1,"$6,500 ","$2,116 ",33%,1.72,69,"$6,500 ",0,0,$0 ,400
Rolex,16234 WHT THIN ROM JUB,1,"$5,941 ",$788 ,13%,0.41,118,"$5,941 ",5,1,"$24,462 ",400
Rolex,16234 WHT IX JUB,1,"$6,250 ","$1,054 ",17%,1.26,49,"$6,250 ",1,0,"$4,800 ",400
Rolex,16234 SLV JUB DI JUB,1,"$7,500 ","$1,457 ",19%,,,"$7,500 ",2,0,"$11,420 ",400
Rolex,16234 MOP JUB AR JUB,1,"$5,500 ",$841 ,15%,0.22,254,"$5,500 ",0,0,$0 ,400
Rolex,16233323B7836            ,1,"$7,500 ","$2,160 ",29%,1.14,92,"$7,500 ",0,0,$0 ,400
Rolex,1623331JB6252            ,1,"$8,286 ","$2,772 ",33%,,,"$8,286 ",2,1,"$12,196 ",400
Rolex,16233 WHT ROM JUB,1,"$5,400 ",$200 ,4%,0.13,104,"$5,400 ",16,3,"$91,392 ",400
Rolex,16233 WHT ROM DI JUB,1,"$8,000 ","$2,249 ",28%,,,"$8,000 ",7,0,"$41,550 ",400
