Item Brand Name,Model ,Num Units Sold,Sale Amount,GP,GM%,GPROI,Avg. Compdaystosell,Avg. Sale Amount,Current Inventory ,Posted Inventory ,Current Inventory  Cost,Rank of Num Units Sold along Model 
Rolex,16233 WHT IX JUB,1,"$6,700 ","$1,605 ",24%,0.46,191,"$2,233 ",1,0,"$6,100 ",400
Rolex,16233 WHT DI JUB,1,"$7,100 ",$571 ,8%,,,"$7,100 ",1,0,"$6,450 ",400
Rolex,16233 STL DI JUB,1,"$7,440 ","$1,469 ",20%,,,"$7,440 ",1,0,"$6,500 ",400
Rolex,16233 SMALL WHT ROM JUB,1,"$7,450 ","$1,834 ",25%,0.82,110,"$7,450 ",8,0,"$46,237 ",400
Rolex,16233 SLV IX JUB,1,"$6,950 ","$1,488 ",21%,1.59,49,"$6,950 ",1,0,"$6,300 ",400
Rolex,16233 SLT JUB DI JUB,1,"$6,700 ","$1,573 ",23%,0.54,160,"$6,700 ",0,0,$0 ,400
Rolex,16233 GLD TP JUB,1,"$7,970 ","$2,811 ",35%,1.33,97,"$7,970 ",1,0,"$6,300 ",400
Rolex,16233 CHP SM ROM JUB,1,"$6,500 ",$853 ,13%,0.48,99,"$6,500 ",0,0,$0 ,400
Rolex,16233 CHP ROM JUB,1,"$7,950 ","$2,117 ",27%,,,"$7,950 ",0,0,$0 ,400
Rolex,16233 CHP MOS JUB,1,"$7,400 ","$2,255 ",30%,,,"$7,400 ",0,0,$0 ,400
Rolex,16233 CHP JUB DIA JUB,1,"$8,500 ","$1,969 ",23%,0.31,272,"$8,500 ",6,0,"$38,200 ",400
Rolex,16233 BLK TAP JUB,1,"$3,950 ","$1,150 ",29%,3.04,35,"$1,317 ",3,0,"$16,300 ",400
Rolex,16233 BLK IX JUB,1,"$7,439 ","$1,484 ",20%,,,"$7,439 ",6,1,"$33,950 ",400
Rolex,16233 BLK DIA JUB,1,"$4,700 ",$700 ,15%,,,"$4,700 ",4,0,"$25,000 ",400
Rolex,16220A83B7836            ,1,"$6,500 ","$1,807 ",28%,,,"$6,500 ",1,0,"$4,693 ",400
Rolex,16220A18B6251            ,1,"$5,500 ","$1,368 ",25%,,,"$5,500 ",0,0,$0 ,400
Rolex,16220 SLV TAP OYS,1,"$5,941 ","$2,367 ",40%,1.4,104,"$5,941 ",0,0,$0 ,400
Rolex,16220 RHD ROM JUB,1,"$5,559 ","$1,772 ",32%,1.34,87,"$5,559 ",0,0,$0 ,400
Rolex,16220 BLU IX JUB,1,"$5,559 ",$659 ,12%,0.7,62,"$5,559 ",1,1,"$4,800 ",400
Rolex,16200 WHT ROM JUB,1,"$6,650 ","$1,144 ",17%,,,"$6,650 ",0,0,$0 ,400
Rolex,16200 RHD ROM OYS,1,"$4,700 ",$300 ,6%,0.38,62,"$4,700 ",4,1,"$20,153 ",400
Rolex,16200 BLU IX OYS,1,"$6,630 ","$2,070 ",31%,,,"$6,630 ",0,0,$0 ,400
Rolex,16030 SLV IX JUB,1,"$6,180 ","$1,620 ",26%,1.13,85,"$6,180 ",2,0,"$9,250 ",400
Rolex,16030 BLK IX JUB,1,"$4,725 ","$1,224 ",26%,1.01,94,$945 ,0,0,$0 ,400
Rolex,1603 SLV IX JUB,1,"$4,650 ",$403 ,9%,0.2,158,"$4,650 ",0,0,$0 ,400
Rolex,1603 SLT IX JUB,1,"$4,950 ","$2,265 ",46%,1.84,91,"$4,950 ",0,0,$0 ,400
Rolex,1603,1,"$4,006 ",$406 ,10%,3.7,10,"$4,006 ",2,0,"$7,300 ",400
Rolex,16018 SLV IX JUB,1,"$15,000 ","$3,378 ",23%,,,"$15,000 ",0,0,$0 ,400
Rolex,16014410B6251            ,1,"$6,218 ","$1,679 ",27%,,,"$6,218 ",1,0,"$4,350 ",400
Rolex,16014 SLV TAP IX JUB,1,"$4,500 ","$1,553 ",35%,1.3,97,"$4,500 ",0,0,$0 ,400
Rolex,16014 SLV IX JUB,1,"$5,800 ",$893 ,15%,0.66,85,"$1,933 ",1,0,"$3,205 ",400
Rolex,16014 BLU ROM JUB,1,"$6,700 ","$2,624 ",39%,1.39,103,"$6,700 ",0,0,$0 ,400
Rolex,16013381,1,"$6,500 ","$2,323 ",36%,1.4,93,"$6,500 ",0,0,$0 ,400
Rolex,16013330B6252            ,1,"$3,500 ",$880 ,25%,,,"$3,500 ",2,0,"$9,449 ",400
Rolex,16013 WHT ROM TB,1,"$5,950 ","$1,956 ",33%,,,"$5,950 ",0,0,$0 ,400
Rolex,16013 WHT ROM JUB,1,"$6,450 ","$1,924 ",30%,1.6,68,"$6,450 ",3,0,"$15,250 ",400
Rolex,16013 WHT DI JUB,1,"$4,500 ",$500 ,11%,2.53,16,"$4,500 ",0,0,$0 ,400
Rolex,16013 CHP TAP IX JUB,1,"$6,600 ","$2,148 ",33%,,,"$6,600 ",2,0,"$9,850 ",400
Rolex,16013 CHP MOS JUB,1,"$4,000 ","$2,084 ",52%,5.28,36,"$4,000 ",0,0,$0 ,400
Rolex,16013 CHP JUB IX JUB,1,"$6,750 ","$1,614 ",24%,0.75,116,"$6,750 ",0,0,$0 ,400
Rolex,16013 CHP HND JUB,1,"$4,500 ",$400 ,9%,0.4,81,"$4,500 ",0,0,$0 ,400
Rolex,16013 BLK TAP IX JUB,1,"$5,550 ","$1,685 ",30%,1.73,64,"$5,550 ",0,0,$0 ,400
Rolex,16013,1,"$7,950 ","$3,675 ",46%,,,"$7,950 ",5,1,"$23,222 ",400
Rolex,1601 SLV LIN TB,1,"$4,850 ","$1,639 ",34%,0.91,136,"$4,850 ",0,0,$0 ,400
Rolex,1601 SLV IX TG,1,"$3,700 ","$1,913 ",52%,2.42,78,"$3,700 ",0,0,$0 ,400
Rolex,1601 SLV IX JUB,1,"$4,702 ","$1,158 ",25%,,,"$4,702 ",0,0,$0 ,400
Rolex,1601 CHP IX TB,1,"$7,000 ","$1,434 ",20%,0.89,84,"$7,000 ",0,0,$0 ,400
Rolex,1601 BLU IX JUB,1,"$3,600 ",$300 ,8%,,,"$3,600 ",1,0,"$13,800 ",400
Rolex,1601,1,"$4,963 ",$393 ,8%,0.28,103,"$4,963 ",5,0,"$20,990 ",400
Rolex,1600,1,"$2,700 ","$1,100 ",41%,,,"$2,700 ",0,0,$0 ,400
Rolex,1530 CHP IX OYS,1,"$8,950 ","$2,105 ",24%,0.34,250,"$8,950 ",0,0,$0 ,400
Rolex,15238 SLV IX OYS,1,"$11,500 ","$3,337 ",29%,,,"$11,500 ",0,0,$0 ,400
Rolex,15238 CHP IX OYS,1,"$12,250 ","$2,955 ",24%,,,"$12,250 ",0,0,$0 ,400
Rolex,15210 WHT ROM OYS,1,"$4,500 ","$1,395 ",31%,1.59,71,"$4,500 ",1,0,"$3,550 ",400
Rolex,15210 WHT AR IX OYS,1,"$4,500 ","$1,604 ",36%,1.76,74,"$4,500 ",0,0,$0 ,400
Rolex,15210 BLK IX OYS,1,"$3,761 ",$546 ,15%,0.42,125,"$1,254 ",2,0,"$6,498 ",400
Rolex,15210,1,"$4,708 ","$1,407 ",30%,,,"$4,708 ",1,0,"$3,700 ",400
Rolex,15203,1,"$2,250 ",$750 ,33%,8.69,14,"$2,250 ",0,0,$0 ,400
Rolex,1503 SLV IX OYS,1,"$19,195 ","$1,695 ",9%,,,"$19,195 ",0,0,$0 ,400
Rolex,15000A10B7835            ,1,"$3,100 ",$250 ,8%,,,"$3,100 ",1,0,"$2,900 ",400
Rolex,1500 SLV IX OYS,1,"$2,500 ","$1,000 ",40%,24.33,6,"$2,500 ",5,0,"$11,412 ",400
Rolex,1500,1,"$2,250 ","$1,250 ",56%,6.08,33,$750 ,2,1,"$6,717 ",400
Rolex,14010M                   ,1,"$5,000 ","$1,541 ",31%,0.86,131,"$1,667 ",1,0,"$3,200 ",400
Rolex,14010 SLV IX OYS,1,"$4,251 ","$1,201 ",28%,,,"$4,251 ",1,0,"$3,500 ",400
Rolex,14010 BLU IA OYS,1,"$4,500 ",$950 ,21%,2.03,38,"$4,500 ",0,0,$0 ,400
Rolex,14000 WHT ROM OYS,1,"$4,500 ","$1,526 ",34%,,,"$4,500 ",2,0,"$6,200 ",400
Rolex,14000 SLV IX OYS,1,"$2,900 ",$400 ,14%,,,"$2,900 ",3,0,"$11,900 ",400
Rolex,128348RBR-0030,1,"$82,000 ","$17,000 ",21%,25.22,3,"$82,000 ",0,0,$0 ,400
Rolex,128348RBR-0008,1,"$49,950 ","$12,875 ",26%,0.32,293,"$49,950 ",0,0,$0 ,400
Rolex,128345RBR-0009,1,"$49,495 ","$14,141 ",29%,,,"$49,495 ",0,0,$0 ,400
Rolex,128238-0069,1,"$46,026 ","$5,769 ",13%,,,"$46,026 ",0,0,$0 ,400
Rolex,128238-0048              ,1,"$95,000 ","$25,000 ",26%,2.91,33,"$95,000 ",0,0,$0 ,400
Rolex,128235-0041              ,1,"$59,000 ","$8,000 ",14%,0.28,177,"$59,000 ",3,3,"$158,124 ",400
Rolex,128235-0037,1,"$43,500 ","$11,513 ",26%,1.61,60,"$43,500 ",0,0,$0 ,400
Rolex,126720VTNR-0001          ,1,"$36,483 ","$8,483 ",23%,,,"$36,483 ",0,0,$0 ,400
Rolex,126621-0001,1,"$16,000 ","$3,699 ",23%,,,"$16,000 ",2,1,"$29,000 ",400
Rolex,126618LB-0002,1,"$42,000 ","$12,900 ",31%,1.21,93,"$42,000 ",1,1,"$42,075 ",400
Rolex,126334-0022,1,"$16,026 ","$4,110 ",26%,,,"$16,026 ",5,2,"$50,750 ",400
Rolex,126334-0019,1,"$15,518 ","$3,518 ",23%,1.05,79,"$15,518 ",2,0,"$25,783 ",400
Rolex,126334-0011,1,"$13,635 ","$2,813 ",21%,0.57,133,"$13,635 ",1,0,"$9,430 ",400
Rolex,126334-0009,1,"$11,000 ","$1,658 ",15%,,,"$11,000 ",1,1,"$7,600 ",400
Rolex,126333-0016,1,"$15,000 ","$3,400 ",23%,2.43,34,"$15,000 ",1,0,"$12,300 ",400
Rolex,126333-0015,1,"$14,000 ","$1,425 ",10%,0.64,58,"$14,000 ",0,0,$0 ,400
Rolex,126333-0009,1,"$15,300 ","$3,546 ",23%,,,"$15,300 ",4,1,"$48,106 ",400
Rolex,126333-0002,1,"$15,950 ","$4,844 ",30%,,,"$15,950 ",4,0,"$54,850 ",400
Rolex,126331-0009,1,"$14,200 ","$2,600 ",18%,,,"$14,200 ",2,1,"$23,672 ",400
Rolex,126331-0001,1,"$14,856 ","$3,843 ",26%,1.21,78,"$14,856 ",5,0,"$64,300 ",400
Rolex,126303-0020,1,"$16,174 ","$3,010 ",19%,,,"$16,174 ",0,0,$0 ,400
Rolex,126303-0001,1,"$14,013 ","$2,763 ",20%,,,"$14,013 ",1,0,"$12,300 ",400
Rolex,126300-0016,1,"$9,500 ","$1,837 ",19%,2.52,28,"$9,500 ",1,0,"$9,700 ",400
Rolex,126300-0015,1,"$11,003 ","$2,003 ",18%,,,"$11,003 ",4,2,"$34,487 ",400
Rolex,126300-0006,1,"$11,538 ","$2,384 ",21%,,,"$11,538 ",4,0,"$38,200 ",400
Rolex,126284RBR-0039           ,1,"$18,500 ","$3,000 ",16%,,,"$18,500 ",0,0,$0 ,400
Rolex,126284RBR-0016,1,"$13,450 ","$2,627 ",20%,,,"$13,450 ",0,0,$0 ,400
Rolex,126283RBR-0023           ,1,"$20,085 ","$3,573 ",18%,,,"$20,085 ",0,0,$0 ,400
Rolex,126234-0049,1,"$13,987 ","$4,987 ",36%,3.72,35,"$13,987 ",2,1,"$21,075 ",400
Rolex,126234-0048,1,"$14,250 ","$3,583 ",25%,0.76,120,"$4,750 ",0,0,$0 ,400
Rolex,126234-0038,1,"$12,950 ","$3,375 ",26%,,,"$12,950 ",1,0,"$10,500 ",400
Rolex,126234-0029,1,"$10,250 ","$2,250 ",22%,2.43,33,"$10,250 ",0,0,$0 ,400
Rolex,126234-0027,1,"$11,782 ","$2,679 ",23%,,,"$11,782 ",0,0,$0 ,400
Rolex,126234-0025,1,"$9,264 ","$1,963 ",21%,0.95,81,"$9,264 ",1,0,"$8,000 ",400
Rolex,126234-0019,1,"$15,000 ","$3,846 ",26%,,,"$15,000 ",0,0,$0 ,400
Rolex,126234-0018,1,"$9,400 ","$1,825 ",19%,0.91,78,"$9,400 ",0,0,$0 ,400
Rolex,126233-0039,1,"$15,998 ","$2,974 ",19%,,,"$15,998 ",1,1,"$12,550 ",400
Rolex,126233-0037,1,"$15,270 ","$2,477 ",16%,,,"$15,270 ",0,0,$0 ,400
Rolex,126233-0031,1,"$14,200 ",$982 ,7%,0.31,82,"$14,200 ",0,0,$0 ,400
Rolex,126233-0030,1,"$12,000 ","$4,130 ",34%,0.82,154,"$12,000 ",1,0,"$10,100 ",400
Rolex,126233-0027,1,"$14,533 ","$3,323 ",23%,,,"$14,533 ",1,0,"$12,000 ",400
Rolex,126233-0019,1,"$11,700 ","$1,700 ",15%,,0,"$11,700 ",0,0,$0 ,400
Rolex,126231-0031,1,"$15,000 ","$3,281 ",22%,,,"$15,000 ",0,0,$0 ,400
Rolex,126231-0021,1,"$16,513 ","$3,031 ",18%,,,"$16,513 ",0,0,$0 ,400
Rolex,126231-0020,1,"$12,975 ","$3,778 ",29%,0.86,123,"$12,975 ",0,0,$0 ,400
Rolex,126231-0015,1,"$11,800 ","$3,608 ",31%,0.78,143,"$11,800 ",0,0,$0 ,400
Rolex,126201-0016,1,"$10,500 ","$1,508 ",14%,0.46,115,"$10,500 ",0,0,$0 ,400
Rolex,126200-0022              ,1,"$10,500 ","$2,500 ",24%,,,"$10,500 ",0,0,$0 ,400
Rolex,126200-0019              ,1,"$14,506 ","$2,343 ",16%,,,"$14,506 ",0,0,$0 ,400
Rolex,126200-0008,1,"$8,950 ","$2,350 ",26%,,,"$8,950 ",1,0,"$6,850 ",400
Rolex,126200-0004,1,"$8,925 ","$3,099 ",35%,2.12,60,"$2,975 ",3,1,"$20,899 ",400
Rolex,126000-0007,1,"$10,800 ","$2,225 ",21%,,,"$10,800 ",0,0,$0 ,400
Rolex,126000-0003,1,"$8,564 ","$2,297 ",27%,3.16,31,"$8,564 ",0,0,$0 ,400
Rolex,124200-0004,1,"$7,100 ","$1,632 ",23%,,,"$7,100 ",0,0,$0 ,400
Rolex,124200-0003,1,"$6,250 ",$790 ,13%,0.2,230,"$2,083 ",1,0,"$5,000 ",400
Rolex,124200-0002,1,"$6,000 ",$900 ,15%,0.22,251,"$6,000 ",3,1,"$15,300 ",400
Rolex,118395 FER DI OYS,1,"$54,000 ","$10,000 ",19%,0.24,283,"$54,000 ",0,0,$0 ,400
Rolex,118348-0054,1,"$48,500 ","$14,746 ",30%,0.79,141,"$48,500 ",0,0,$0 ,400
Rolex,118348-0027,1,"$38,500 ","$5,724 ",15%,0.44,122,"$38,500 ",0,0,$0 ,400
Rolex,118348-0018,1,"$38,750 ","$6,200 ",16%,,,"$38,750 ",2,1,"$56,869 ",400
Rolex,118346-0024,1,"$52,991 ","$15,491 ",29%,1.72,62,"$52,991 ",0,0,$0 ,400
Rolex,118239986B8320           ,1,"$36,000 ","$10,925 ",30%,,,"$36,000 ",0,0,$0 ,400
Rolex,118239-0082,1,"$20,000 ","$1,700 ",8%,0.21,151,"$20,000 ",2,0,"$38,500 ",400
Rolex,118239-0078,1,"$26,150 ","$9,733 ",37%,0.54,252,"$26,150 ",0,0,$0 ,400
Rolex,118238-0122,1,"$29,500 ","$9,300 ",32%,,,"$29,500 ",2,0,"$46,500 ",400
Rolex,118238-0067,1,"$25,000 ","$3,459 ",14%,,,"$25,000 ",1,0,"$22,000 ",400
Rolex,118238 CHP MYR PRS,1,"$25,950 ","$3,950 ",15%,,,"$25,950 ",0,0,$0 ,400
Rolex,118238,1,"$28,000 ","$5,163 ",18%,0.53,126,"$28,000 ",2,0,"$46,000 ",400
Rolex,118235F-0029,1,"$32,000 ","$6,334 ",20%,,,"$32,000 ",3,0,"$76,500 ",400
Rolex,118235 BLK ARB PRS,1,"$25,000 ","$4,089 ",16%,0.45,132,"$25,000 ",0,0,$0 ,400
Rolex,118208 IVRY JUB OYS,1,"$25,500 ","$2,749 ",11%,0.34,117,"$25,500 ",0,0,$0 ,400
Rolex,118206-0040,1,"$34,170 ","$10,170 ",30%,0.47,230,"$11,390 ",0,0,$0 ,400
Rolex,118206 MOP OXF PRS,1,"$42,000 ","$9,705 ",23%,0.27,310,"$8,400 ",0,0,$0 ,400
Rolex,118206 ICE WAV AR PRS,1,"$40,000 ","$9,210 ",23%,,,"$40,000 ",0,0,$0 ,400
Rolex,118206,1,"$37,500 ","$12,644 ",34%,0.62,198,"$37,500 ",0,0,$0 ,400
Rolex,118205F-0116,1,"$34,774 ","$10,175 ",29%,,,"$34,774 ",0,0,$0 ,400
Rolex,118205F-0114,1,"$38,629 ","$8,529 ",22%,,,"$38,629 ",0,0,$0 ,400
Rolex,118205F-0061,1,"$25,614 ","$5,822 ",23%,0.63,132,"$8,538 ",0,0,$0 ,400
Rolex,118205583B7320           ,1,"$27,564 ","$4,487 ",16%,19.81,3,"$27,564 ",0,0,$0 ,400
Rolex,118205537B7385           ,1,"$27,500 ","$5,004 ",18%,,,"$27,500 ",1,0,"$22,000 ",400
Rolex,118139-0060,1,"$17,500 ","$3,000 ",17%,5.21,12,"$17,500 ",0,0,$0 ,400
Rolex,116759SARU BLK OYS,1,"$84,497 ","$18,220 ",22%,0.27,294,"$84,497 ",0,0,$0 ,400
Rolex,116759SANR BLK OYS,1,"$84,500 ","$23,133 ",27%,,,"$84,500 ",1,1,"$83,000 ",400
Rolex,116759SA,1,"$98,000 ","$18,000 ",18%,,,"$98,000 ",0,0,$0 ,400
Rolex,116758SARU               ,1,"$96,154 ","$23,659 ",25%,,,"$96,154 ",0,0,$0 ,400
Rolex,116758SANR BLK OYS,1,"$86,393 ","$15,826 ",18%,,,"$86,393 ",1,0,"$88,000 ",400
Rolex,116719BLRO-0002,1,"$55,000 ","$17,275 ",31%,,,"$55,000 ",0,0,$0 ,400
Rolex,116689-0002,1,"$41,225 ","$11,032 ",27%,1.21,81,"$13,742 ",4,3,"$102,267 ",400
Rolex,116621-0001,1,"$15,000 ","$4,550 ",30%,5.54,20,"$5,000 ",0,0,$0 ,400
Rolex,116619LB-0002,1,"$47,500 ","$14,500 ",31%,1.74,64,"$47,500 ",0,0,$0 ,400
Rolex,116618LN-0001,1,"$36,500 ","$5,000 ",14%,1.28,39,"$36,500 ",3,1,"$101,439 ",400
Rolex,116599RBR PAVE,1,"$82,000 ","$19,653 ",24%,,,"$82,000 ",0,0,$0 ,400
Rolex,116599RBR,1,"$95,000 ","$23,153 ",24%,,,"$95,000 ",1,1,"$64,423 ",400
Rolex,116589 MOP DI,1,"$48,500 ","$9,099 ",19%,0.33,210,"$48,500 ",0,0,$0 ,400
Rolex,116576TBR-0004,1,"$380,000 ","$46,045 ",12%,1.11,40,"$380,000 ",1,0,"$265,000 ",400
Rolex,116576TBR-0003,1,"$289,918 ","$62,469 ",22%,0.76,104,"$96,639 ",0,0,$0 ,400
Rolex,116528-0036,1,"$52,292 ","$12,192 ",23%,1.67,51,"$52,292 ",1,0,"$35,000 ",400
Rolex,116528-0031,1,"$45,769 ","$15,022 ",33%,,,"$45,769 ",0,0,$0 ,400
Rolex,116523-0043,1,"$21,000 ","$2,330 ",11%,,,"$21,000 ",1,1,"$15,636 ",400
Rolex,116523 WHT DI OYS,1,"$22,512 ","$6,876 ",31%,1.77,63,"$22,512 ",0,0,$0 ,400
Rolex,116523 MOP DI OYS,1,"$23,200 ","$6,086 ",26%,,,"$23,200 ",0,0,$0 ,400
Rolex,116523 GMOP ROM OYS,1,"$23,500 ","$7,260 ",31%,0.62,182,"$23,500 ",1,0,"$19,000 ",400
Rolex,116523 GLD BLK OYS,1,"$21,000 ","$3,997 ",19%,0.41,168,"$21,000 ",0,0,$0 ,400
Rolex,116519LN-0025,1,"$47,500 ","$7,275 ",15%,1.07,52,"$47,500 ",1,1,"$52,193 ",400
Rolex,116519 TRQ ROM DB,1,"$87,738 ","$29,641 ",34%,2.47,50,"$87,738 ",1,1,"$85,000 ",400
Rolex,116519 PNK ROM DB,1,"$67,500 ","$22,080 ",33%,,,"$67,500 ",3,2,"$156,067 ",400
Rolex,116519 PNK MOP DI DB,1,"$28,148 ","$1,994 ",7%,,,"$28,148 ",1,0,"$42,000 ",400
Rolex,116519 GROS DI DB,1,"$79,000 ","$9,000 ",11%,0.67,62,"$79,000 ",0,0,$0 ,400
Rolex,116518LN-0047,1,"$51,500 ","$9,450 ",18%,,,"$51,500 ",1,0,"$47,500 ",400
Rolex,116518830STC70           ,1,"$36,084 ","$9,373 ",26%,,,"$36,084 ",0,0,$0 ,400
Rolex,116518 BLU AR DB,1,"$43,545 ","$16,805 ",39%,,,"$43,545 ",2,0,"$58,610 ",400
Rolex,116515LN-0019,1,"$48,455 ","$11,194 ",23%,1.16,73,"$48,455 ",0,0,$0 ,400
Rolex,116515LN-0017,1,"$47,051 ","$10,976 ",23%,,,"$47,051 ",2,1,"$86,000 ",400
Rolex,116515LN-0015,1,"$39,000 ","$3,760 ",10%,,,"$39,000 ",0,0,$0 ,400
Rolex,116515LN-0014,1,"$33,500 ","$10,203 ",30%,0.97,115,"$33,500 ",1,1,"$30,800 ",400
Rolex,116509 BMOP ROM OYS,1,"$36,487 ","$7,683 ",21%,0.86,89,"$36,487 ",1,1,"$46,170 ",400
Rolex,116508-0015,1,"$150,641 ","$65,541 ",44%,,,"$150,641 ",0,0,$0 ,400
Rolex,116508-0008,1,"$55,729 ","$12,305 ",22%,0.67,120,"$55,729 ",1,1,"$58,282 ",400
Rolex,116508-0004,1,"$49,225 ","$16,125 ",33%,,,"$49,225 ",0,0,$0 ,400
Rolex,116508-0001,1,"$62,000 ","$5,000 ",8%,9.81,3,"$62,000 ",0,0,$0 ,400
Rolex,116506-0002,1,"$140,000 ","$39,800 ",28%,,,"$140,000 ",3,0,"$374,142 ",400
Rolex,116506,1,"$310,000 ","$33,658 ",11%,,,"$310,000 ",0,0,$0 ,400
Rolex,116505-0014,1,"$151,778 ","$64,292 ",42%,11.04,14,"$151,778 ",0,0,$0 ,400
Rolex,116503-0008,1,"$25,000 ","$4,769 ",19%,2.05,34,"$25,000 ",1,0,"$22,000 ",400
Rolex,116334-0006,1,"$11,000 ","$1,626 ",15%,1.8,30,"$3,667 ",7,1,"$65,518 ",400
Rolex,116334-0001,1,"$10,500 ",$978 ,9%,0.6,57,"$10,500 ",10,1,"$93,130 ",400
Rolex,116334 SLV IX OYS,1,"$10,815 ","$2,115 ",20%,,,"$10,815 ",3,0,"$28,000 ",400
Rolex,116333-0004,1,"$10,950 ",($300),-3%,-0.04,251,"$10,950 ",6,0,"$69,850 ",400
Rolex,116300A12B7221           ,1,"$10,431 ","$1,572 ",15%,0.63,87,"$10,431 ",2,0,"$17,475 ",400
Rolex,116300-0007,1,"$9,300 ","$1,304 ",14%,0.39,131,"$9,300 ",5,2,"$41,533 ",400
Rolex,116300-0006,1,"$8,000 ","$1,347 ",17%,1.18,52,"$8,000 ",5,1,"$42,799 ",400
Rolex,116264460B6320           ,1,"$8,670 ","$1,962 ",23%,,,"$8,670 ",1,0,"$6,900 ",400
Rolex,116264 WHT IX OYS,1,"$8,500 ","$2,276 ",27%,,,"$8,500 ",1,0,"$7,750 ",400
Rolex,116264 BLK IX JUB,1,"$8,760 ","$2,228 ",25%,0.73,127,"$8,760 ",1,0,"$7,600 ",400
Rolex,116244-0028,1,"$11,500 ","$1,397 ",12%,0.29,155,"$11,500 ",0,0,$0 ,400
Rolex,116244-0011,1,"$15,000 ","$3,749 ",25%,1.55,59,"$15,000 ",1,0,"$13,000 ",400
Rolex,116244 BLU JUB ROM JUB,1,"$11,500 ","$1,706 ",15%,0.27,203,"$11,500 ",0,0,$0 ,400
Rolex,116243-0036,1,"$14,400 ","$2,220 ",15%,,,"$14,400 ",0,0,$0 ,400
Rolex,116243-0016,1,"$15,298 ","$1,031 ",7%,,,"$15,298 ",3,0,"$38,250 ",400
Rolex,116243-0015,1,"$13,883 ","$2,043 ",15%,2.34,23,"$13,883 ",0,0,$0 ,400
Rolex,116238-0075,1,"$26,500 ","$3,959 ",15%,,,"$26,500 ",0,0,$0 ,400
Rolex,116238-0061,1,"$27,000 ","$5,846 ",22%,,,"$27,000 ",1,0,"$20,000 ",400
Rolex,116238-0059,1,"$25,000 ","$5,000 ",20%,,,"$25,000 ",0,0,$0 ,400
Rolex,116234-0153,1,"$8,500 ","$1,792 ",21%,0.79,98,"$8,500 ",0,0,$0 ,400
Rolex,116234-0144,1,"$8,450 ","$1,591 ",19%,,,"$8,450 ",0,0,$0 ,400
Rolex,116234-0134,1,"$8,370 ","$2,462 ",29%,1.47,73,"$2,790 ",0,0,$0 ,400
Rolex,116234-0130,1,"$10,000 ","$2,620 ",26%,,,"$10,000 ",0,0,$0 ,400
Rolex,116234-0128,1,"$9,950 ","$2,333 ",23%,0.81,106,"$3,317 ",1,0,"$8,000 ",400
Rolex,116234-0120,1,"$8,500 ",$800 ,9%,0.51,67,"$8,500 ",0,0,$0 ,400
Rolex,116234-0108,1,"$8,150 ","$1,899 ",23%,1.15,74,"$8,150 ",1,0,"$7,100 ",400
Rolex,116234-0088,1,"$8,107 ","$2,700 ",33%,3.47,35,"$8,107 ",3,0,"$21,850 ",400
Rolex,116234-0085,1,"$8,750 ","$2,537 ",29%,3.11,34,"$8,750 ",13,0,"$88,850 ",400
Rolex,116234-0084,1,"$9,500 ","$1,837 ",19%,,,"$9,500 ",1,0,"$8,800 ",400
Rolex,116234-0083,1,"$9,772 ","$1,994 ",20%,1.06,70,"$9,772 ",5,0,"$42,200 ",400
Rolex,116234-0079,1,"$8,500 ","$3,048 ",36%,1.6,82,"$8,500 ",2,0,"$15,600 ",400
Rolex,116234 STL CON JUB,1,"$7,500 ","$1,120 ",15%,,,"$7,500 ",0,0,$0 ,400
Rolex,116234 BLU JUB ROM JUB,1,"$7,250 ",$950 ,13%,,,"$7,250 ",1,0,"$7,600 ",400
Rolex,116234 BLK SUN ROM JUB,1,"$8,755 ","$1,000 ",11%,,,"$8,755 ",0,0,$0 ,400
Rolex,116234 BLK JUB ROM OYS,1,"$7,500 ",$907 ,12%,0.31,144,"$7,500 ",2,0,"$14,000 ",400
Rolex,116233-0208,1,"$8,900 ",$674 ,8%,0.12,239,"$8,900 ",5,0,"$48,200 ",400
Rolex,116233-0205,1,"$8,306 ",$556 ,7%,0.13,182,"$8,306 ",1,0,"$8,500 ",400
Rolex,116233-0203,1,"$9,500 ","$1,100 ",12%,1.63,26,"$9,500 ",2,0,"$17,850 ",400
Rolex,116233-0200,1,"$8,900 ","$1,848 ",21%,0.57,133,"$8,900 ",2,0,"$15,700 ",400
Rolex,116233-0198,1,"$9,537 ","$1,716 ",18%,,,"$9,537 ",0,0,$0 ,400
Rolex,116233-0193,1,"$10,380 ","$1,315 ",13%,,,"$10,380 ",0,0,$0 ,400
Rolex,116233-0183,1,"$9,835 ","$1,635 ",17%,,,"$9,835 ",0,0,$0 ,400
Rolex,116233-0176,1,"$9,888 ","$1,283 ",13%,0.29,163,"$9,888 ",1,0,"$8,400 ",400
Rolex,116233-0172,1,"$7,700 ",$200 ,3%,0.16,59,"$7,700 ",1,0,"$6,500 ",400
Rolex,116233-0158,1,"$9,450 ","$1,424 ",15%,0.19,287,"$9,450 ",6,1,"$52,600 ",400
Rolex,116233-0154,1,"$9,488 ","$2,303 ",24%,,,"$9,488 ",4,0,"$35,800 ",400
Rolex,116233-0150,1,"$10,510 ","$1,410 ",13%,,,"$10,510 ",8,0,"$68,650 ",400
Rolex,116233-0149,1,"$9,500 ","$1,113 ",12%,0.62,69,"$9,500 ",8,0,"$65,600 ",400
